,Unnamed: 0,Job Title,Location,Salary From,Salary To,Python,Java,C++,SQL,Javascript,linux
230,230,"Data Scientist I, Cardiology",TX,136812.32844359678,-4918.013948651787,0,0,0,0,0,0
231,231,Senior Data Scientist,TX,90000.0,180000.0,1,0,0,1,0,0
232,232,Human Performance Scientist (Applied Physiologist) (Supporting NASA at Johnson Space Center),TX,93879.35098174079,14199.639977502491,0,0,0,0,0,0
233,233,Computational Scientist - Institute for Data Science in Oncology (IDSO),TX,46085.81515784069,96388.43136032866,0,0,0,0,0,0
234,234,"Senior Backend Engineer, AI",TX,150000.0,190000.0,0,0,0,0,0,0
235,235,Industry Solution Leader (Supply Chain),TX,180000.0,220000.0,0,0,0,0,0,0
236,236,Data Engineer - Snowflake,TX,82858.4033545807,64968.2621700451,1,0,0,1,0,0
237,237,"Decision Science Analyst Lead- (Hybrid Only, Relocation is Offered)",TX,115240.0,220270.0,1,0,0,1,0,0
238,238,Government Consulting Services Consultant,TX,80000.0,110000.0,0,0,0,0,0,0
239,239,Climate Transition Risk Model Development SVP - Hybrid,TX,150940.0,226410.0,1,0,1,0,0,0
240,240,Senior Data Scientist for Oil and Gas,TX,105434.12019749558,32175.598223196917,1,0,0,1,0,0
241,241,PEPI Director - Generative AI Solutions Architect (Open to All US Locations),TX,126588.83489437927,-4564.578236879504,0,0,0,0,0,0
242,242,BUSINESS INTELLIGENCE ANALYST,MO,59322.0,96762.0,1,0,0,1,0,0
243,243,Lead Data Scientist,KS,93000.0,191000.0,1,0,0,1,0,0
244,244,Data Manager I,KS,65000.0,99000.0,0,0,0,0,0,0
245,245,Structured Products Investment Associate,VT,124469.74504411191,91894.72588537904,1,0,0,1,0,0
246,246,Big Data Architect,FL,82270.88189301438,-326.13949926895293,1,1,0,1,0,0
247,247,Marketing Science Manager,FL,50866.69554418485,49727.69593822343,1,0,0,1,0,0
248,248,"Specialized Analytics Lead Data Engineer, VP - Hybrid",FL,121440.0,182160.0,1,0,0,1,0,0
249,249,Sr. Operations and Data Analytics Engineer,FL,108707.21191434925,13205.396295124105,0,0,0,0,0,0
250,250,Senior Machine Learning Engineer,FL,70300.0,139800.0,1,0,0,0,0,0
251,251,"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",FL,113909.03367371873,-28825.61283523481,0,0,0,0,0,0
252,252,Data Scientist,MD,116546.32453402402,32267.733928875372,1,0,0,1,0,0
253,253,Summer Camp Instructor -AI and Data Science Class,MD,30.0,118742.40498746574,1,0,0,0,0,0
254,254,All Source / Target Digital Network Analyst,MD,130000.0,160000.0,1,0,0,0,0,0
255,255,"Data Scientist, Crypto Investment Firm",MD,140000.0,170000.0,1,0,0,1,0,0
256,256,Data Scientist - Mid Level,MD,166336.45093274972,77350.83086421495,1,0,0,0,0,0
257,257,Senior Machine Learning Engineer,MD,135414.0753117229,24424.869602982093,0,0,0,0,0,0
258,258,IC21D3 - Sr Data Scientist - Cleared,MD,121518.71985718356,23733.03201253499,1,0,0,0,0,0
259,259,Application Engineer IV (API),MD,78368.49774355009,93029.22477747896,1,0,0,1,0,0
260,260,Software Engineer (Skill Level 0),MD,116240.55769562146,-8415.530657391515,1,1,0,1,1,1
261,261,Business Data Analyst,WY,143973.11209099827,72931.27733659533,0,0,0,1,0,0
262,262,Data Scientist [NYC],NY,87150.16095411638,76162.287592698,1,0,0,1,0,0
263,263,Business Analyst,NY,150000.0,278600.0,0,0,0,1,0,0
264,264,[TECH-US] [DATA] Senior Manager Data Engineering,NY,170000.0,220000.0,1,0,0,1,0,0
265,265,"Data Engineer, Business Systems",NY,130000.0,230000.0,1,1,0,1,0,0
266,266,"Sr. Data Engineer, Finance Products (Remote)",NY,118000.0,231500.0,1,1,0,1,0,0
267,267,"Sr. Data Analyst, CRM Lead",NY,86000.0,100000.0,1,0,0,1,0,0
268,268,Email Marketing Specialist,NY,80000.0,95000.0,0,0,0,0,0,0
269,269,"Software Engineer, Machine Learning - Generative AI",NY,173000.0,241000.0,1,1,1,0,0,0
270,270,Manager Climate Data Science,NY,83981.0,110225.0,0,0,0,0,0,0
271,271,Machine Learning Engineer,NY,85000.0,120000.0,1,0,1,0,0,0
272,272,Business Intelligence Architect and Designer,NY,119000.0,142000.0,0,0,0,1,0,0
273,273,"Director, Visa Managed Services, Consulting & Analytics",NY,134435.23734900402,70010.75296855789,0,0,0,0,0,0
274,274,"AI Engineer, VP - Natural Language Processing (New York, NY)",NY,150000.0,250000.0,1,1,0,0,0,0
275,275,Senior Audit Manager - Data Analytics,NY,146000.0,185000.0,0,0,0,0,0,0
276,276,Postdoctoral Associate - Machine Learning and Veterinary Medicine,NY,54840.0,75000.0,1,0,0,0,0,0
277,277,"Director, Data & Analytics",WI,109979.94044033877,25353.803247805743,0,0,0,0,0,0
278,278,Statistician - Direct Hire,NM,69107.0,128043.0,0,0,0,0,0,0
279,279,Data Scientist,PA,117122.44969499335,-59321.38482170074,1,0,0,0,0,0
280,280,Senior Data Scientist,PA,120000.0,150000.0,1,0,0,1,0,0
